Model,Selling Price,Kilometers Driven,Year,Owner,Fuel Type,Transmission,Car Condition,current price
168,417599.0,157462.0,2012.0,1,0,1,4.0,1167508.0
249,342099.0,60223.0,2012.0,1,1,1,4.0,915467.0
230,392199.0,98400.0,2014.0,1,0,1,4.3,761348.0
101,410399.0,16182.0,2017.0,1,1,1,4.6,1389041.0
316,254299.0,92903.0,2011.0,1,2,1,4.1,1183648.0
124,539899.0,75428.0,2013.0,1,1,1,3.2,940002.0
230,322299.0,63868.0,2012.0,1,0,1,4.9,1390009.0
55,327799.0,144078.0,2011.0,1,1,1,4.3,990374.0
249,333199.0,91411.0,2014.0,1,1,1,4.0,1075842.0
55,409599.0,53106.0,2012.0,1,1,1,4.5,1388194.0
226,535565.0,49748.0,2015.0,2,1,1,4.3,811258.0
119,459599.0,68473.0,2014.0,2,0,1,4.3,1498683.0
211,455899.0,85164.0,2014.0,1,0,1,4.5,947818.0
305,417499.0,25131.0,2018.0,1,1,1,4.9,1060164.0
217,218099.0,99338.0,2011.0,1,0,1,4.0,1390643.0
227,524499.0,53702.0,2013.0,2,0,1,4.1,1081176.0
165,843199.0,121782.0,2015.0,1,0,1,4.0,878804.0
110,234799.0,24345.0,2010.0,1,1,1,4.4,1455495.0
174,289299.0,10490.0,2015.0,1,1,1,4.9,1154509.0
152,218899.0,109919.0,2011.0,2,1,1,4.1,1467911.0
226,314099.0,129639.0,2012.0,1,0,1,4.5,916035.0
242,876399.0,18175.0,2019.0,1,0,1,4.9,1055696.0
107,598875.0,15609.0,2017.0,1,1,1,4.5,771747.0
142,336326.0,33686.0,2011.0,3,1,1,4.2,954818.0
137,181299.0,58101.0,2009.0,1,1,1,4.3,1451769.0
276,292199.0,20346.0,2017.0,1,1,1,4.7,794709.0
226,572865.0,60963.0,2014.0,1,1,1,4.5,1339815.0
242,670599.0,37767.0,2016.0,1,0,1,4.9,1134224.0
139,228199.0,93885.0,2011.0,1,1,1,4.2,1292722.0
172,283699.0,18966.0,2015.0,2,1,1,4.5,761932.0
178,522080.0,85118.0,2016.0,3,1,1,4.5,1301921.0
226,606799.0,5419.0,2019.0,1,1,1,4.8,1038737.0
13,98799.0,109887.0,2010.0,2,1,1,3.6,1252184.0
250,248199.0,164707.0,2012.0,1,2,1,3.9,998689.0
212,550399.0,148319.0,2015.0,1,2,1,4.0,1105018.0
274,247499.0,52417.0,2016.0,2,1,1,4.5,1277002.0
105,405899.0,42054.0,2013.0,1,1,1,4.7,1182800.0
91,187499.0,58799.0,2012.0,1,1,1,4.2,1104069.0
109,570399.0,81971.0,2013.0,1,0,1,4.4,930763.0
174,219299.0,52660.0,2014.0,2,1,1,4.3,815760.0
93,244899.0,28625.0,2016.0,1,1,1,4.4,1099866.0
81,632999.0,37296.0,2015.0,1,0,1,4.5,853488.0
139,193399.0,181036.0,2011.0,1,1,1,4.2,1222862.0
168,489835.0,95203.0,2012.0,2,0,1,4.3,1247597.0
180,603699.0,12735.0,2019.0,1,1,1,5.0,838182.0
263,407080.0,49363.0,2014.0,1,1,1,4.3,1397304.0
135,266399.0,177197.0,2011.0,1,1,0,4.1,1169568.0
217,204999.0,104556.0,2012.0,1,0,1,4.3,1361096.0
174,286799.0,17944.0,2016.0,1,1,1,4.6,1242197.0
249,318899.0,57827.0,2015.0,1,1,1,4.4,1357384.0
87,554799.0,58001.0,2015.0,2,0,1,4.8,948600.0
184,551399.0,26026.0,2016.0,1,1,1,4.5,795923.0
224,170399.0,139476.0,2011.0,1,0,1,4.2,912300.0
265,710899.0,31536.0,2016.0,1,0,1,4.8,1256642.0
310,362899.0,105865.0,2012.0,1,0,1,4.4,1389319.0
330,845699.0,99985.0,2014.0,1,0,1,4.2,1297813.0
41,299500.0,136754.0,2013.0,1,0,1,4.1,1379227.0
277,378899.0,19900.0,2019.0,1,1,1,4.8,1400301.0
245,909899.0,28478.0,2017.0,1,0,1,4.8,770982.0
226,396599.0,86567.0,2015.0,1,0,1,4.3,1283976.0
169,178399.0,74743.0,2011.0,1,1,1,4.0,838745.0
168,700699.0,119930.0,2015.0,1,0,1,4.1,1082669.0
101,409599.0,28407.0,2017.0,1,1,1,4.6,1464812.0
226,542699.0,73784.0,2017.0,2,0,1,4.3,1486998.0
174,219599.0,70580.0,2012.0,1,1,1,4.1,1426409.0
120,619899.0,83440.0,2015.0,1,0,1,4.3,817106.0
55,898699.0,7349.0,2018.0,1,1,1,4.9,892496.0
247,672342.0,152025.0,2016.0,1,0,1,4.3,913565.0
297,172999.0,48433.0,2011.0,1,0,1,4.4,1443284.0
57,730299.0,64943.0,2015.0,1,2,1,4.3,1209273.0
245,822899.0,35381.0,2017.0,1,0,1,4.3,1477663.0
230,529199.0,87125.0,2014.0,2,0,1,4.2,1110301.0
174,316299.0,28902.0,2018.0,1,1,1,4.4,1472698.0
230,311199.0,82065.0,2013.0,1,0,1,4.2,1312728.0
352,367099.0,27821.0,2013.0,1,0,1,4.3,1454979.0
51,293776.0,89227.0,2011.0,2,1,1,4.3,795544.0
226,459199.0,143871.0,2014.0,1,0,1,4.6,1167310.0
172,278599.0,31490.0,2014.0,1,1,1,4.7,1350935.0
78,588299.0,37486.0,2015.0,1,1,1,4.6,1417951.0
249,243999.0,38140.0,2011.0,1,1,1,4.0,1473677.0
249,266999.0,22264.0,2012.0,1,1,1,4.6,1391618.0
150,343699.0,59210.0,2011.0,1,1,1,4.4,1445741.0
118,399899.0,47365.0,2012.0,1,0,1,4.4,937057.0
310,764599.0,85321.0,2015.0,2,0,1,4.5,1138304.0
289,294699.0,206123.0,2013.0,1,0,1,4.0,1127330.0
230,299699.0,84008.0,2010.0,2,0,1,4.2,1394971.0
239,511399.0,27809.0,2017.0,1,1,1,4.6,1337838.0
136,197299.0,61850.0,2012.0,1,1,1,4.3,1372846.0
297,181500.0,71644.0,2012.0,3,0,1,3.9,1450510.0
302,91699.0,50007.0,2014.0,1,1,1,4.5,805890.0
132,342599.0,64289.0,2014.0,1,0,1,4.4,915182.0
227,531399.0,52373.0,2012.0,1,0,1,4.1,1214557.0
226,208243.0,55257.0,2010.0,2,1,1,3.9,818981.0
242,592899.0,61003.0,2016.0,2,0,1,4.6,1143541.0
124,392099.0,106211.0,2013.0,1,1,1,4.3,1020957.0
328,1057482.0,138612.0,2012.0,2,0,1,4.4,803510.0
327,1409199.0,99050.0,2014.0,2,0,0,4.5,1281023.0
249,373399.0,15192.0,2018.0,1,1,1,4.8,1454572.0
226,363799.0,85199.0,2014.0,1,0,1,4.4,1376998.0
352,424399.0,116410.0,2013.0,1,0,1,4.2,908339.0
172,259699.0,70424.0,2013.0,2,1,1,4.1,1167738.0
174,159299.0,39038.0,2012.0,2,1,1,4.3,1464461.0
169,199499.0,61576.0,2009.0,2,1,1,3.7,1279857.0
145,413326.0,28588.0,2012.0,2,0,1,4.4,784587.0
355,261299.0,85190.0,2011.0,1,1,1,4.1,1353364.0
342,365299.0,56244.0,2013.0,3,0,1,3.9,1414115.0
40,408099.0,54624.0,2014.0,1,0,1,4.3,1391716.0
217,234399.0,100995.0,2012.0,1,0,1,4.4,1036572.0
141,322699.0,44774.0,2014.0,1,1,1,4.2,1169107.0
45,253199.0,70054.0,2014.0,2,1,1,4.3,1006601.0
226,356899.0,39124.0,2013.0,1,0,1,4.3,950791.0
208,438399.0,17082.0,2020.0,1,1,1,4.6,1056869.0
91,300699.0,12238.0,2017.0,2,1,1,4.4,1337708.0
70,653099.0,37486.0,2017.0,1,1,1,4.7,1105913.0
344,952999.0,13259.0,2018.0,1,1,1,4.9,823413.0
172,339904.0,17644.0,2019.0,1,1,1,4.9,1167338.0
45,285199.0,71493.0,2012.0,1,1,1,4.3,1281951.0
133,113799.0,67213.0,2008.0,1,1,1,4.0,957725.0
152,452199.0,81608.0,2014.0,1,1,1,4.1,878133.0
178,648299.0,19619.0,2017.0,2,1,1,4.7,986754.0
237,544999.0,63435.0,2015.0,1,0,1,4.6,1484413.0
174,256999.0,59253.0,2012.0,1,1,1,4.1,1363524.0
124,403399.0,68242.0,2013.0,3,1,1,4.3,971064.0
249,228199.0,70430.0,2013.0,2,1,1,4.5,901563.0
81,499499.0,43627.0,2014.0,1,0,1,4.5,1156611.0
39,437099.0,50967.0,2015.0,1,0,1,4.7,1435011.0
226,338436.0,141954.0,2012.0,1,0,1,3.9,998097.0
161,453932.0,104541.0,2014.0,1,0,1,4.2,1310627.0
310,331799.0,168801.0,2011.0,1,0,1,4.3,1474317.0
26,261499.0,42273.0,2011.0,1,1,1,3.8,1078294.0
226,432499.0,56865.0,2016.0,2,1,1,4.5,1310580.0
55,237399.0,52532.0,2009.0,3,1,1,4.0,1120630.0
152,351099.0,58219.0,2012.0,2,1,1,3.9,1110481.0
55,279592.0,63022.0,2011.0,2,1,1,4.3,796348.0
352,384899.0,34436.0,2013.0,2,1,1,4.4,1173232.0
49,361699.0,70915.0,2014.0,1,1,1,4.0,771237.0
240,571899.0,84237.0,2018.0,1,0,0,4.5,1180614.0
250,345799.0,56771.0,2016.0,1,2,1,4.3,766900.0
173,309934.0,34760.0,2016.0,2,2,1,4.5,1132723.0
250,361899.0,65990.0,2016.0,2,2,1,4.4,787961.0
18,369299.0,132779.0,2013.0,1,0,1,3.9,868808.0
195,844499.0,7712.0,2018.0,1,0,1,4.9,1342534.0
104,425799.0,70775.0,2015.0,1,0,1,3.8,1454108.0
174,382399.0,30028.0,2018.0,1,1,1,4.5,1275755.0
180,549299.0,16906.0,2016.0,1,1,1,4.8,1140885.0
197,723499.0,58511.0,2017.0,1,0,1,4.8,770101.0
167,453999.0,99893.0,2013.0,1,0,1,4.4,1228056.0
102,493965.0,12681.0,2018.0,1,1,0,4.8,1299815.0
257,182299.0,32985.0,2010.0,1,1,1,4.3,1215252.0
142,305899.0,59218.0,2012.0,1,1,1,4.1,1436222.0
321,323599.0,176674.0,2014.0,2,0,1,4.4,1390610.0
191,352399.0,37296.0,2014.0,1,1,1,4.6,1497467.0
145,336299.0,86415.0,2012.0,1,0,1,4.2,800376.0
226,391599.0,65847.0,2015.0,1,1,1,4.3,1150828.0
347,496799.0,66126.0,2015.0,1,0,1,4.2,1041016.0
171,175999.0,34429.0,2011.0,1,1,1,4.2,1156287.0
174,330999.0,22610.0,2014.0,1,1,1,4.9,1453645.0
245,790899.0,22620.0,2018.0,1,0,0,4.9,1479196.0
167,575599.0,141528.0,2014.0,2,0,1,4.0,925841.0
236,149899.0,48448.0,2007.0,2,1,1,4.1,1194983.0
105,327699.0,53642.0,2013.0,1,1,1,4.3,1402406.0
293,351799.0,76434.0,2012.0,2,1,1,3.9,1421845.0
55,720399.0,38614.0,2015.0,1,1,1,4.6,1461364.0
237,451799.0,119742.0,2015.0,2,0,1,4.3,1372902.0
139,281599.0,28790.0,2010.0,1,1,1,4.2,798898.0
93,249899.0,25276.0,2013.0,2,1,1,3.9,1016892.0
174,292199.0,18998.0,2016.0,2,1,1,4.5,1197316.0
162,762399.0,32394.0,2017.0,1,0,1,4.5,1392529.0
101,377899.0,91814.0,2015.0,1,1,1,4.3,1479953.0
208,388799.0,111610.0,2018.0,1,2,1,4.1,970793.0
249,317299.0,115055.0,2013.0,2,1,1,4.2,750777.0
209,274500.0,28559.0,2013.0,1,1,1,4.2,1445286.0
249,338599.0,59887.0,2013.0,1,1,1,4.4,1070235.0
319,328799.0,82778.0,2013.0,1,0,1,4.4,847954.0
226,318299.0,136700.0,2012.0,1,0,1,4.2,884318.0
42,710799.0,21706.0,2017.0,1,1,1,4.4,854420.0
173,358399.0,81291.0,2017.0,1,2,1,4.7,1037758.0
227,492799.0,66761.0,2012.0,2,0,1,4.2,1372941.0
227,342299.0,56620.0,2013.0,1,0,1,4.4,878564.0
201,655442.0,9562.0,2017.0,2,1,1,4.9,795105.0
103,454799.0,46242.0,2016.0,1,1,1,4.7,820634.0
274,275399.0,8656.0,2017.0,1,1,1,4.9,990277.0
277,425699.0,7343.0,2019.0,1,1,1,4.9,1237021.0
139,279399.0,63995.0,2012.0,1,1,1,4.0,1459723.0
152,341199.0,47294.0,2013.0,2,1,1,4.3,862202.0
148,179499.0,78770.0,2009.0,1,1,1,4.1,832803.0
143,283599.0,47790.0,2012.0,3,1,0,4.3,1116126.0
171,170599.0,32234.0,2012.0,1,1,1,4.3,1444620.0
172,224899.0,25478.0,2013.0,1,1,1,4.6,1173668.0
68,447399.0,88157.0,2014.0,2,1,1,4.2,1304405.0
328,814299.0,83299.0,2011.0,2,0,1,4.1,1169870.0
220,456999.0,52410.0,2014.0,1,1,1,4.2,1411965.0
249,290699.0,43966.0,2014.0,2,1,1,4.5,980490.0
172,221399.0,30506.0,2012.0,1,1,1,4.1,824040.0
45,320912.0,84765.0,2014.0,1,1,1,4.3,1485464.0
172,279499.0,48279.0,2015.0,1,1,1,4.6,1036078.0
154,282199.0,93484.0,2011.0,1,0,1,4.1,849545.0
168,462542.0,100097.0,2013.0,3,0,1,3.9,1421152.0
171,229799.0,28345.0,2010.0,1,1,1,4.3,1345483.0
66,435399.0,84427.0,2016.0,1,1,1,4.5,1201923.0
226,477399.0,22607.0,2015.0,1,1,1,4.7,833128.0
224,323699.0,96436.0,2011.0,1,0,1,4.1,811876.0
227,168099.0,63396.0,2008.0,1,1,1,4.0,1472422.0
39,321799.0,80701.0,2013.0,1,0,1,4.4,881001.0
217,195899.0,168605.0,2011.0,1,0,1,3.8,1465448.0
136,327499.0,23707.0,2012.0,1,1,1,4.4,823557.0
180,565599.0,15272.0,2017.0,1,1,1,4.6,1038925.0
217,200299.0,56902.0,2011.0,2,0,1,4.2,1269376.0
237,564399.0,45203.0,2017.0,1,0,1,4.1,1453586.0
275,315799.0,32036.0,2017.0,1,1,1,4.7,1128705.0
230,392199.0,126440.0,2015.0,1,0,1,4.5,872236.0
274,174461.0,90197.0,2016.0,2,2,1,4.2,772675.0
249,198399.0,80357.0,2010.0,1,1,1,4.5,1275668.0
329,652519.0,69047.0,2013.0,1,0,1,4.5,1160189.0
90,189799.0,40570.0,2014.0,1,1,1,4.0,825028.0
217,225120.0,91250.0,2011.0,2,0,1,4.2,1290079.0
167,517199.0,57525.0,2014.0,1,0,1,4.2,1335215.0
210,468380.0,135793.0,2013.0,1,0,1,4.2,1236089.0
172,297999.0,60362.0,2018.0,2,1,1,4.4,847457.0
226,383399.0,83580.0,2014.0,1,0,1,4.8,868345.0
124,397099.0,61895.0,2013.0,1,0,1,4.1,1068274.0
108,412999.0,38023.0,2017.0,1,0,1,4.8,991463.0
232,403999.0,63385.0,2013.0,1,1,1,4.5,1044088.0
180,550399.0,33603.0,2016.0,1,1,1,4.4,1277440.0
139,254699.0,33734.0,2011.0,2,1,1,4.2,1111297.0
110,182811.0,40542.0,2008.0,3,1,1,4.0,1323633.0
137,202499.0,36942.0,2010.0,2,1,1,4.6,1483223.0
124,476499.0,115055.0,2013.0,1,0,1,4.2,1102076.0
224,186699.0,155467.0,2011.0,1,0,1,4.2,829712.0
316,331599.0,121820.0,2012.0,1,0,1,4.0,1041388.0
277,264899.0,23757.0,2015.0,1,1,1,4.1,1166651.0
55,483999.0,45103.0,2012.0,2,1,1,4.2,786341.0
49,394899.0,1774.0,2014.0,1,1,1,4.2,1056258.0
237,442799.0,52490.0,2015.0,1,0,1,4.3,1386387.0
150,303999.0,50918.0,2012.0,1,1,1,4.3,958653.0
27,292699.0,66600.0,2012.0,2,0,1,4.1,1344998.0
136,277399.0,65231.0,2010.0,2,1,1,4.0,1024517.0
194,696899.0,83592.0,2017.0,1,0,1,4.2,1266229.0
148,245199.0,34599.0,2010.0,1,1,1,4.3,1208773.0
45,289699.0,32152.0,2014.0,2,1,1,4.6,1170297.0
55,369700.0,138073.0,2012.0,1,1,1,4.2,1374328.0
227,368595.0,106300.0,2013.0,1,0,1,4.7,799072.0
168,795699.0,42214.0,2015.0,1,0,1,4.4,1248659.0
227,222799.0,55169.0,2010.0,1,1,1,4.3,1250903.0
313,118999.0,131267.0,2008.0,3,1,1,3.9,965637.0
111,286533.0,77358.0,2014.0,1,2,1,4.5,1352698.0
174,263625.0,67346.0,2012.0,1,1,1,4.4,946070.0
188,407092.0,17382.0,2014.0,1,1,0,4.9,1103382.0
144,343399.0,24598.0,2012.0,1,1,1,4.3,1407227.0
139,387599.0,63082.0,2013.0,1,1,1,4.5,1333374.0
26,148899.0,44624.0,2010.0,1,1,1,4.4,1077415.0
172,242899.0,36483.0,2013.0,1,1,1,4.3,1238049.0
124,537599.0,54675.0,2013.0,2,1,1,4.2,766430.0
141,297699.0,36271.0,2014.0,1,2,1,4.1,1473880.0
55,705899.0,58561.0,2017.0,2,1,1,4.7,1401298.0
172,213426.0,65775.0,2013.0,2,1,1,4.5,805947.0
226,200899.0,121591.0,2010.0,1,1,1,4.1,1394121.0
171,170036.0,84335.0,2008.0,1,1,1,3.9,1055495.0
232,379699.0,46846.0,2012.0,1,1,1,4.2,1120948.0
136,339199.0,22030.0,2012.0,1,1,1,3.8,1144418.0
159,1563499.0,6184.0,2020.0,1,0,1,4.9,767620.0
45,299999.0,52789.0,2012.0,1,1,1,4.3,1140690.0
249,219599.0,65475.0,2012.0,1,1,1,4.3,1286022.0
150,293699.0,84927.0,2011.0,1,1,1,4.3,1103733.0
45,279899.0,55782.0,2012.0,2,1,1,4.1,1442118.0
224,207199.0,121434.0,2012.0,1,0,1,4.1,1164381.0
354,577499.0,78609.0,2015.0,1,0,0,4.2,1048330.0
174,395399.0,28261.0,2017.0,1,1,1,4.6,805765.0
134,308899.0,75789.0,2013.0,2,1,1,4.4,811410.0
226,383299.0,49117.0,2013.0,1,0,1,4.5,1083723.0
26,224999.0,92076.0,2013.0,1,1,1,4.2,1001673.0
180,557499.0,22676.0,2018.0,1,1,1,4.6,1147798.0
226,420099.0,64839.0,2013.0,2,0,1,4.3,1453699.0
354,613299.0,65828.0,2015.0,1,0,0,4.5,977041.0
17,534199.0,80990.0,2014.0,2,0,1,4.2,1270437.0
257,201799.0,54603.0,2009.0,1,1,1,4.4,1305658.0
40,286499.0,75678.0,2014.0,2,0,1,4.2,905551.0
167,605899.0,98755.0,2013.0,1,0,1,4.5,856524.0
57,827599.0,17206.0,2017.0,1,1,1,4.9,1221662.0
227,486699.0,69157.0,2013.0,1,0,1,4.4,898382.0
250,286999.0,227458.0,2013.0,1,2,1,4.0,928558.0
249,408299.0,43955.0,2014.0,1,1,1,4.1,1433043.0
149,399499.0,81344.0,2013.0,2,0,1,4.5,1158721.0
217,303399.0,36162.0,2013.0,1,0,1,4.5,1198664.0
220,182037.0,67572.0,2011.0,1,1,1,4.3,1143695.0
217,362699.0,95739.0,2012.0,1,0,1,4.1,1152369.0
51,183799.0,176404.0,2008.0,1,1,1,4.1,1455622.0
226,294399.0,113003.0,2012.0,1,0,1,4.2,907197.0
57,728599.0,26809.0,2016.0,1,1,1,4.6,833583.0
220,339499.0,50103.0,2011.0,1,1,1,4.4,1315074.0
156,733899.0,56815.0,2017.0,1,0,1,4.7,1052779.0
47,311999.0,57282.0,2013.0,1,1,1,4.4,1335971.0
354,867599.0,34969.0,2017.0,2,0,0,4.8,782660.0
320,326899.0,116324.0,2014.0,1,0,1,4.4,1163940.0
263,177099.0,131320.0,2012.0,1,0,1,4.2,752098.0
235,315299.0,39099.0,2012.0,1,0,1,4.3,1147045.0
142,345799.0,37127.0,2010.0,1,1,1,4.5,1014144.0
139,211699.0,89090.0,2011.0,1,1,1,4.2,985609.0
270,819999.0,67447.0,2019.0,1,0,1,4.5,821912.0
137,201699.0,39351.0,2010.0,2,1,1,4.3,1291610.0
55,683899.0,32790.0,2014.0,1,1,1,4.4,1104134.0
230,321199.0,81509.0,2012.0,1,0,1,4.3,1448386.0
187,356199.0,18805.0,2017.0,1,1,1,4.6,758057.0
171,118499.0,127175.0,2009.0,2,2,1,3.8,1307028.0
320,263599.0,160408.0,2012.0,1,0,1,4.5,813449.0
230,314599.0,77954.0,2012.0,2,0,1,4.2,1249203.0
150,286599.0,66721.0,2011.0,1,1,1,4.3,1252297.0
226,319199.0,90030.0,2013.0,1,0,1,4.3,925569.0
232,531299.0,39309.0,2015.0,1,1,1,4.3,1014434.0
303,475199.0,36731.0,2017.0,1,1,1,4.8,943212.0
17,531499.0,97654.0,2014.0,1,0,1,3.7,1283217.0
101,309299.0,51461.0,2014.0,1,1,1,4.4,845260.0
328,873802.0,126624.0,2009.0,3,0,1,4.1,818291.0
278,327499.0,50387.0,2017.0,1,1,0,4.3,1132781.0
352,415670.0,113856.0,2013.0,2,1,1,4.3,1415116.0
266,544699.0,64727.0,2016.0,1,0,1,4.3,1411535.0
172,220999.0,72273.0,2013.0,1,2,1,4.3,1193941.0
112,282899.0,54368.0,2011.0,1,3,1,4.3,1443897.0
174,182499.0,28140.0,2011.0,2,1,1,4.1,1369791.0
103,463299.0,9307.0,2015.0,1,1,1,4.8,1111960.0
241,154799.0,72230.0,2008.0,1,1,1,3.8,1155104.0
340,308899.0,133425.0,2011.0,1,0,1,4.2,1163669.0
217,348699.0,146452.0,2014.0,1,0,1,4.0,764205.0
3,1553699.0,59109.0,2015.0,1,0,0,4.7,1208708.0
114,199599.0,104893.0,2007.0,1,1,1,3.8,1387255.0
211,495266.0,39203.0,2013.0,1,0,1,4.6,947951.0
77,643599.0,54914.0,2017.0,1,0,1,4.5,1233480.0
231,175899.0,79096.0,2008.0,1,1,1,4.2,1413780.0
70,691899.0,16683.0,2017.0,1,1,1,4.7,1259950.0
276,261599.0,54717.0,2016.0,2,1,1,4.3,1330425.0
121,386799.0,95050.0,2013.0,3,0,0,4.3,1332670.0
249,269299.0,94507.0,2013.0,1,1,1,4.1,998787.0
152,384799.0,61842.0,2013.0,1,1,1,4.3,818922.0
150,318736.0,33023.0,2013.0,1,1,1,4.4,918000.0
258,608699.0,32376.0,2010.0,2,1,1,4.0,1055710.0
174,178299.0,128065.0,2011.0,1,1,1,4.3,769901.0
352,251899.0,80466.0,2011.0,1,1,1,4.2,799182.0
249,346299.0,6863.0,2011.0,1,1,1,4.3,1162474.0
110,181499.0,67985.0,2010.0,1,1,1,4.0,967047.0
250,218299.0,90201.0,2012.0,2,2,1,4.0,1174458.0
249,330398.0,27325.0,2014.0,1,1,1,4.6,1316602.0
347,367499.0,86855.0,2015.0,1,0,1,4.3,1109152.0
226,355799.0,45589.0,2013.0,1,1,1,4.1,1227221.0
172,242399.0,44876.0,2013.0,2,1,1,4.3,840528.0
1,1092599.0,91533.0,2012.0,2,0,0,4.6,1205320.0
249,171599.0,115194.0,2010.0,1,1,1,4.3,1335795.0
187,339099.0,31415.0,2015.0,3,1,1,4.5,985926.0
310,553264.0,79126.0,2013.0,1,0,1,4.2,1339743.0
45,411398.0,46727.0,2015.0,3,1,1,4.3,790716.0
136,160099.0,144628.0,2010.0,2,2,1,3.8,1361521.0
174,221699.0,70413.0,2011.0,1,1,1,4.2,947807.0
66,572899.0,42651.0,2016.0,1,1,0,4.5,1378097.0
103,444099.0,54472.0,2017.0,1,1,1,4.6,1369939.0
172,272999.0,28126.0,2016.0,2,1,1,4.5,1385712.0
232,333624.0,69541.0,2012.0,1,1,1,4.6,1394146.0
160,740399.0,27807.0,2015.0,1,0,1,4.6,945399.0
248,142117.0,23030.0,2009.0,2,1,1,4.6,1005921.0
51,314999.0,70901.0,2011.0,3,1,1,4.4,1139517.0
217,210699.0,24635.0,2011.0,1,1,1,4.1,792816.0
215,532599.0,39254.0,2017.0,1,1,0,4.6,1429198.0
174,312699.0,15551.0,2017.0,2,1,1,4.8,960466.0
34,578340.0,30329.0,2017.0,1,1,0,4.8,1164379.0
226,399099.0,92498.0,2014.0,1,0,1,4.2,809593.0
44,253099.0,57063.0,2012.0,1,1,1,4.3,1278861.0
230,379020.0,48585.0,2012.0,1,0,1,4.9,985097.0
180,586299.0,33849.0,2018.0,1,1,1,4.8,1116768.0
201,754799.0,52827.0,2018.0,1,0,1,4.7,912583.0
105,469799.0,76685.0,2016.0,1,1,1,4.4,1305646.0
332,1155999.0,227391.0,2014.0,1,0,1,4.2,1265250.0
226,427799.0,6073.0,2014.0,1,1,1,4.5,1140220.0
19,559299.0,44368.0,2015.0,1,1,1,3.9,1398288.0
231,231499.0,27093.0,2009.0,1,1,1,4.2,1309867.0
12,233299.0,30380.0,2016.0,1,1,1,4.6,1458319.0
309,429999.0,96290.0,2012.0,1,1,1,4.4,1060155.0
226,297299.0,108594.0,2012.0,1,1,1,4.0,1163388.0
161,417420.0,50594.0,2012.0,1,0,1,4.0,1190977.0
224,228500.0,48883.0,2009.0,3,1,1,4.1,919324.0
159,894500.0,48040.0,2014.0,1,0,1,4.5,822398.0
55,507199.0,34377.0,2013.0,1,1,1,4.3,1212262.0
351,317299.0,67198.0,2014.0,1,1,1,4.3,793015.0
63,258699.0,90284.0,2010.0,1,1,1,4.3,1287474.0
70,819497.0,18331.0,2018.0,1,1,1,4.9,996020.0
138,285699.0,28046.0,2014.0,1,1,1,4.6,1434316.0
226,262099.0,96207.0,2011.0,1,1,1,4.3,989997.0
227,419399.0,81824.0,2014.0,1,0,1,4.9,1018722.0
172,331599.0,2378.0,2018.0,1,1,1,4.9,1039006.0
174,169831.0,49323.0,2012.0,1,1,1,4.2,1473699.0
105,454499.0,30367.0,2016.0,1,1,1,4.6,1321665.0
61,197099.0,139344.0,2008.0,1,1,1,4.1,1484005.0
105,584699.0,6891.0,2019.0,1,1,1,4.9,793274.0
97,414399.0,60827.0,2015.0,1,1,1,4.7,790873.0
144,456099.0,23576.0,2014.0,1,1,1,4.3,1237782.0
80,793199.0,27247.0,2018.0,1,1,1,4.6,794636.0
350,387899.0,82081.0,2014.0,1,0,1,4.2,1019052.0
298,684899.0,8526.0,2019.0,1,1,1,5.0,1479171.0
352,339299.0,81990.0,2013.0,1,1,1,4.2,1427737.0
51,252099.0,30786.0,2008.0,1,1,1,4.4,1494281.0
6,723499.0,50513.0,2011.0,1,0,0,4.0,1022222.0
244,830014.0,44476.0,2017.0,1,0,1,4.8,983618.0
45,401463.0,14999.0,2015.0,1,1,1,4.5,937890.0
249,228899.0,34399.0,2011.0,1,1,1,4.3,1071884.0
226,372999.0,82725.0,2014.0,1,0,1,4.1,1329495.0
214,401599.0,49227.0,2017.0,1,1,1,4.4,881367.0
348,347599.0,43117.0,2011.0,1,1,1,4.2,1017637.0
232,247999.0,73981.0,2011.0,1,1,1,4.2,1212539.0
111,191299.0,70749.0,2012.0,1,1,1,4.1,1057884.0
67,486579.0,19010.0,2015.0,1,1,1,4.8,1044539.0
250,265599.0,52987.0,2012.0,2,2,1,4.4,827690.0
249,290899.0,855881.0,2010.0,1,1,1,4.2,784565.0
81,589399.0,116652.0,2015.0,1,0,1,4.3,834808.0
93,276399.0,68662.0,2015.0,2,2,1,4.4,1385910.0
257,177499.0,42784.0,2010.0,1,1,1,4.2,967851.0
174,240199.0,62717.0,2011.0,2,1,1,3.9,1390627.0
277,296999.0,32464.0,2018.0,1,1,1,4.7,1466894.0
346,328013.0,30714.0,2013.0,1,1,1,4.6,1119701.0
226,392599.0,22659.0,2012.0,1,1,1,4.3,1479127.0
23,266299.0,94092.0,2011.0,2,1,1,4.1,1278497.0
18,422399.0,136004.0,2013.0,3,0,1,4.4,1226232.0
227,329199.0,151356.0,2010.0,1,0,1,4.1,1101637.0
224,258799.0,166925.0,2012.0,2,0,1,4.1,1071674.0
211,447899.0,104187.0,2014.0,1,0,1,4.3,1243459.0
284,307499.0,187692.0,2011.0,3,0,0,4.0,1406997.0
174,154899.0,94362.0,2010.0,2,1,1,4.3,1474677.0
90,136799.0,41059.0,2013.0,1,1,1,4.0,839988.0
249,388699.0,46468.0,2014.0,2,1,1,4.6,1239118.0
250,416499.0,52280.0,2017.0,1,2,1,4.4,1476808.0
